mass_A
t		x		y
1.666111111E-1	-6.575282076E-3	2.766924597E-1
1.999333333E-1	1.730236451E-3	2.709524204E-1
2.332555556E-1	1.012945974E-2	2.708118633E-1
2.665777778E-1	1.572894193E-2	2.707181585E-1
2.999000000E-1	2.132842412E-2	2.706244538E-1
3.332222222E-1	3.808001831E-2	2.675435984E-1
3.665444444E-1	4.358579574E-2	2.618504114E-1
3.998666667E-1	6.038424231E-2	2.615692972E-1
4.331888889E-1	7.153635431E-2	2.585821466E-1
4.665111111E-1	8.268846631E-2	2.555949960E-1
4.998333333E-1	9.659346703E-2	2.497612519E-1
5.331555556E-1	1.132982088E-1	2.438806554E-1
5.664777778E-1	1.356492852E-1	2.407060953E-1
5.998000000E-1	1.495542859E-1	2.348723512E-1
6.331222222E-1	1.746582510E-1	2.288511976E-1
6.664444444E-1	1.913629928E-1	2.229706011E-1
6.997666667E-1	2.220664401E-1	2.168557428E-1
7.330888889E-1	2.443706641E-1	2.108814416E-1
7.664111111E-1	2.693340721E-1	1.964610647E-1
7.997333333E-1	2.999906670E-1	1.875464652E-1
8.330555556E-1	3.277538161E-1	1.730792360E-1
8.663777778E-1	3.612570044E-1	1.669175252E-1
8.997000000E-1	3.945259309E-1	1.467571090E-1
9.330222222E-1	4.279354146E-1	1.349959161E-1
9.663444444E-1	4.668506756E-1	1.175415362E-1
9.996666667E-1	5.057659367E-1	1.000871563E-1
1.032988889E0	5.503743847E-1	8.813855389E-2
1.066311111E0	5.921362392E-1	7.343706273E-2
1.099633333E0	6.284860211E-1	7.002824071E-2
1.132955556E0	6.760816197E-1	6.923175026E-2
1.166277778E0	7.180777361E-1	6.852896458E-2
1.199600000E0	7.629672984E-1	7.337880871E-2
1.232922222E0	8.023510832E-1	8.392183978E-2
1.266244444E0	8.417348681E-1	9.446487086E-2
1.299566667E0	8.700133933E-1	1.107947936E-1
1.332888889E0	9.037976959E-1	1.214315295E-1
1.366211111E0	9.263830342E-1	1.322556748E-1
1.399533333E0	9.544741499E-1	1.373866332E-1
1.432855556E0	9.797655245E-1	1.425644440E-1
1.466177778E0	1.002163453E0	1.421896250E-1
1.499500000E0	1.030160864E0	1.417211012E-1
1.532822222E0	1.060958016E0	1.412057250E-1
1.566144444E0	1.083215388E0	1.324316827E-1
1.599466667E0	1.114012540E0	1.319163065E-1
1.632788889E0	1.138975948E0	1.174959296E-1
1.666111111E0	1.178078618E0	1.112405142E-1
1.699433333E0	1.205841768E0	9.677328489E-2
1.732755556E0	1.239438661E0	9.621105634E-2
1.766077778E0	1.272801292E0	8.165012232E-2
1.799400000E0	1.309244779E0	8.384078249E-2
1.832722222E0	1.340041931E0	8.332540632E-2
1.866044444E0	1.379097749E0	7.427024973E-2
