mass_A
t		x		y
0.000000000E0	-1.328288479E-3	2.674148732E-1
3.332222222E-2	4.249745750E-3	2.729931506E-1
6.664444444E-2	1.173361162E-2	2.728625192E-1
9.996666667E-2	2.416317762E-2	2.701501783E-1
1.332888889E-1	2.910887775E-2	2.675684688E-1
1.666111111E-1	3.654919984E-2	2.649432155E-1
1.999333333E-1	5.138630022E-2	2.571980869E-1
2.332555556E-1	6.136478805E-2	2.570239117E-1
2.665777778E-1	7.628897601E-2	2.542680270E-1
2.999000000E-1	9.375132971E-2	2.539632205E-1
3.332222222E-1	1.061373519E-1	2.487562577E-1
3.665444444E-1	1.285018620E-1	2.433751197E-1
3.998666667E-1	1.408878842E-1	2.381681568E-1
4.331888889E-1	1.632088504E-1	2.302923968E-1
4.665111111E-1	1.880244387E-1	2.223730931E-1
4.998333333E-1	2.103889487E-1	2.169919551E-1
5.331555556E-1	2.352045369E-1	2.090726513E-1
5.664777778E-1	2.575690470E-1	2.036915133E-1
5.998000000E-1	2.872867915E-1	1.906958781E-1
6.331222222E-1	3.170045361E-1	1.777002428E-1
6.664444444E-1	3.467658244E-1	1.671992295E-1
6.997666667E-1	3.790217347E-1	1.566546724E-1
7.330888889E-1	4.186308795E-1	1.384956181E-1
7.663111111E-1	4.532943242E-1	1.229182733E-1
7.995333333E-1	4.930341004E-1	1.122430849E-1
8.329555556E-1	5.276104575E-1	9.167649619E-2
8.662777778E-1	5.698448556E-1	8.095776396E-2
8.996000000E-1	6.220141978E-1	6.757023462E-2
9.329222222E-1	6.593028958E-1	5.943321192E-2
9.662444444E-1	7.042931786E-1	6.363866765E-2
9.995666667E-1	7.542727053E-1	6.775703580E-2
1.032888889E0	7.968119100E-1	7.450065728E-2
1.066211111E0	8.370742116E-1	9.376093233E-2
1.099533333E0	8.646892283E-1	1.032604385E-1
1.132855556E0	9.023698204E-1	1.175750134E-1
1.166177778E0	9.326100904E-1	1.345148417E-1
1.199500000E0	9.600944757E-1	1.365304819E-1
1.232822222E0	9.875788610E-1	1.385461222E-1
1.266144444E0	1.017601412E0	1.430128407E-1
1.299466667E0	1.042504088E0	1.400827808E-1
1.332788889E0	1.072439551E0	1.395602554E-1
1.366111111E0	1.107233627E0	1.314667765E-1
1.399433333E0	1.141984160E0	1.208786756E-1
1.432755556E0	1.169207282E0	1.079265842E-1
1.466077778E0	1.209077690E0	1.047352616E-1
1.499400000E0	1.243697591E0	8.666329484E-2
1.532722222E0	1.276084132E0	8.360260364E-2
1.566044444E0	1.318536249E0	8.535698119E-2
1.599366667E0	1.358276026E0	7.468179275E-2
