mass_A
t		x		y
0.000000000E0	-1.690932317E-3	2.740305095E-1
3.332222222E-2	2.761511404E-3	2.739493199E-1
6.664444444E-2	9.399582215E-3	2.716013137E-1
9.996666667E-2	2.049009675E-2	2.691721180E-1
1.331888889E-1	2.049009675E-2	2.691721180E-1
1.664111111E-1	3.372564360E-2	2.622498838E-1
1.998333333E-1	3.817808732E-2	2.621686943E-1
2.331555556E-1	5.821408406E-2	2.618033414E-1
2.664777778E-1	6.489274964E-2	2.616815571E-1
2.998000000E-1	7.812829649E-2	2.547593229E-1
3.331222222E-1	9.581628707E-2	2.477558992E-1
3.664444444E-1	1.136260619E-1	2.474311410E-1
3.997666667E-1	1.357664962E-1	2.403465277E-1
4.330888889E-1	1.513094545E-1	2.378361425E-1
4.664111111E-1	1.756355159E-1	2.284847126E-1
4.997333333E-1	1.977759502E-1	2.214000993E-1
5.330555556E-1	2.199163845E-1	2.143154860E-1
5.663777778E-1	2.420162240E-1	2.050046509E-1
5.997000000E-1	2.730209510E-1	1.955314367E-1
6.330222222E-1	2.994920447E-1	1.816869683E-1
6.663444444E-1	3.305373664E-1	1.744399760E-1
6.996666667E-1	3.637277205E-1	1.626999451E-1
7.329888889E-1	4.012487339E-1	1.442000592E-1
7.663111111E-1	4.321722713E-1	1.302744012E-1
7.996333333E-1	4.674670630E-1	1.118151100E-1
8.329555556E-1	5.072954878E-1	9.772707304E-2
8.662777778E-1	5.514951669E-1	7.910540278E-2
8.996000000E-1	5.958166302E-1	6.716239810E-2
9.329222222E-1	6.402192831E-1	5.967183713E-2
9.662444444E-1	6.869699422E-1	5.881934698E-2
9.995666667E-1	7.359874179E-1	6.015248392E-2
1.032888889E0	7.807554237E-1	7.269791970E-2
1.066211111E0	8.187635744E-1	8.091269606E-2
1.099533333E0	8.502148438E-1	9.592792231E-2
1.132855556E0	8.883853736E-1	1.130475861E-1
1.166177778E0	9.129955984E-1	1.192797092E-1
1.199500000E0	9.444062730E-1	1.320687136E-1
1.232822222E0	9.644828645E-1	1.339295826E-1
1.266144444E0	1.000224199E0	1.399587318E-1
1.299466667E0	1.035884343E0	1.415354374E-1
1.332788889E0	1.055920340E0	1.411700845E-1
1.366111111E0	1.086884472E0	1.294706484E-1
1.399433333E0	1.113599134E0	1.289835112E-1
1.432755556E0	1.146748894E0	1.150172585E-1
1.466077778E0	1.173382366E0	1.100776775E-1
1.499400000E0	1.208839537E0	1.005232738E-1
1.532722222E0	1.242111081E0	9.323568667E-2
1.566044444E0	1.273196997E0	8.821491618E-2
1.599366667E0	1.313187801E0	8.303176661E-2
1.632688889E0	1.353138010E0	7.562239519E-2
