mass_A
t		x		y
0.000000000E0	-1.609418654E-2	2.825263121E-1
3.332222222E-2	-1.110962355E-2	2.774489196E-1
6.664444444E-2	-8.570927336E-3	2.799412011E-1
9.996666667E-2	-1.115603828E-2	2.724179419E-1
1.332888889E-1	-1.047668130E-3	2.773560902E-1
1.666111111E-1	-3.539949624E-3	2.798947864E-1
1.999333333E-1	3.960102220E-3	2.747941866E-1
2.332555556E-1	1.402205764E-2	2.747013571E-1
2.665777778E-1	2.149890213E-2	2.670852685E-1
2.999000000E-1	3.405313905E-2	2.644537428E-1
3.332222222E-1	4.159960561E-2	2.643841207E-1
3.665444444E-1	5.163835368E-2	2.617758024E-1
3.998666667E-1	6.668487209E-2	2.566055806E-1
4.331888889E-1	8.427008672E-2	2.539276402E-1
4.665111111E-1	1.018553013E-1	2.512496998E-1
4.998333333E-1	1.169018198E-1	2.460794779E-1
5.331555556E-1	1.369561085E-1	2.383473524E-1
5.664777778E-1	1.545413232E-1	2.356694121E-1
5.998000000E-1	1.771343081E-1	2.304295681E-1
6.331222222E-1	1.997040858E-1	2.226742353E-1
6.664444444E-1	2.273280484E-1	2.173879766E-1
6.997666667E-1	2.548591817E-1	2.020397625E-1
7.330888889E-1	2.774521667E-1	1.967999185E-1
7.664111111E-1	3.075219961E-1	1.839439859E-1
7.997333333E-1	3.401537292E-1	1.760958236E-1
8.330555556E-1	3.702235586E-1	1.632398910E-1
8.663777778E-1	4.103321362E-1	1.477756401E-1
8.997000000E-1	4.504175063E-1	1.297959003E-1
9.330222222E-1	4.830028246E-1	1.169167603E-1
9.663444444E-1	5.256036837E-1	9.891381315E-2
9.996666667E-1	5.657586759E-1	8.848053994E-2
1.032988889E0	6.084291570E-1	7.802405937E-2
1.066311111E0	6.536615417E-1	7.257534915E-2
1.099633333E0	7.039713188E-1	7.211120192E-2
1.132955556E0	7.543043033E-1	7.416254354E-2
1.166277778E0	7.946217471E-1	8.133769232E-2
1.199600000E0	8.300242500E-1	1.011367001E-1
1.232922222E0	8.628184345E-1	1.108969598E-1
1.266244444E0	8.956358265E-1	1.231727084E-1
1.299566667E0	9.309687073E-1	1.354252496E-1
1.332888889E0	9.561468032E-1	1.377086649E-1
1.366211111E0	9.839100100E-1	1.475153393E-1
1.399533333E0	1.011650010E0	1.548065249E-1
1.432855556E0	1.046820439E0	1.494506441E-1
1.466177778E0	1.071975327E0	1.492185705E-1
1.499400000E0	1.102114779E0	1.439091044E-1
1.532622222E0	1.132231023E0	1.360841495E-1
1.566044444E0	1.164862756E0	1.282359873E-1
1.599366667E0	1.194932586E0	1.153800546E-1
1.632688889E0	1.240141763E0	1.074158556E-1
1.666011111E0	1.270281214E0	1.021063895E-1
1.699333333E0	1.308013547E0	1.017582791E-1
1.732655556E0	1.343137562E0	9.137142061E-2
1.765977778E0	1.380846687E0	8.850782132E-2
